,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1102,Garland,32.9098261,-96.6303571,World Market,32.9517701500045,-96.612168252468,Furniture / Home Store
1103,Garland,32.9098261,-96.6303571,Chick-fil-A,32.9657784,-96.6439815,Fast Food Restaurant
1104,Garland,32.9098261,-96.6303571,In-N-Out Burger,32.95424816359435,-96.61744020118412,Burger Joint
1105,Garland,32.9098261,-96.6303571,Chick-fil-A,32.908134,-96.575061,Fast Food Restaurant
1106,Garland,32.9098261,-96.6303571,Flying Fish,32.956950077932156,-96.61569095233283,Seafood Restaurant
1107,Garland,32.9098261,-96.6303571,Firehouse Subs,32.945964,-96.611655,Sandwich Place
1108,Garland,32.9098261,-96.6303571,Whataburger,32.87841237210061,-96.6226399125375,Burger Joint
1109,Garland,32.9098261,-96.6303571,Signature Nail Salon,32.96295544714802,-96.64616114805223,Nail Salon
1110,Garland,32.9098261,-96.6303571,Half Price Books,32.9452303,-96.6129891,Bookstore
1111,Garland,32.9098261,-96.6303571,Chipotle Mexican Grill,32.955528125311474,-96.61685490674591,Mexican Restaurant
1112,Garland,32.9098261,-96.6303571,Lowe's Home Improvement,32.944321,-96.6106654,Hardware Store
1113,Garland,32.9098261,-96.6303571,Eddie's Napoli's,32.86011314507621,-96.64442022139322,Italian Restaurant
1114,Garland,32.9098261,-96.6303571,Bankhead Brewing Company,32.90275030835348,-96.56547368705077,Brewery
1115,Garland,32.9098261,-96.6303571,Spring Creek Barbeque,32.94765306258549,-96.61842072317413,BBQ Joint
1116,Garland,32.9098261,-96.6303571,Homer B Johnson Stadium,32.88566124305193,-96.61707729231884,Football Stadium
1117,Garland,32.9098261,-96.6303571,Starbucks,32.95675230715439,-96.61614118056471,Coffee Shop
1118,Garland,32.9098261,-96.6303571,Dong Que,32.918343174019405,-96.68412766111759,Vietnamese Restaurant
1119,Garland,32.9098261,-96.6303571,The Boiling Crab,32.916104865002104,-96.70117118332766,Seafood Restaurant
1120,Garland,32.9098261,-96.6303571,Tom Thumb,32.9374777,-96.6055302,Grocery Store
1121,Garland,32.9098261,-96.6303571,McAlister's Deli,32.90830157935298,-96.5607456058999,Deli / Bodega
1122,Garland,32.9098261,-96.6303571,Winco Foods,32.85513695042885,-96.64418664038715,Supermarket
1123,Garland,32.9098261,-96.6303571,Holford Park,32.942596518161665,-96.66080973273975,Baseball Field
1124,Garland,32.9098261,-96.6303571,Wildwood,32.95303096990686,-96.61483790446918,Restaurant
1125,Garland,32.9098261,-96.6303571,Starbucks,32.864500490257306,-96.66035674242855,Coffee Shop
1126,Garland,32.9098261,-96.6303571,Hobby Lobby,32.944541,-96.6190382,Fabric Shop
1127,Garland,32.9098261,-96.6303571,Free Play Arcade,32.943863233163555,-96.69334155701827,Arcade
1128,Garland,32.9098261,-96.6303571,Starbucks,32.90810585,-96.57573032,Coffee Shop
1129,Garland,32.9098261,-96.6303571,Razzoo's Cajun Cafe,32.95168313339275,-96.61288714567777,Cajun / Creole Restaurant
1130,Garland,32.9098261,-96.6303571,First Chinese BBQ,32.91884718282369,-96.6825183744421,Chinese Restaurant
1131,Garland,32.9098261,-96.6303571,Hot Topic,32.95252397772894,-96.6109025060342,Clothing Store
1132,Garland,32.9098261,-96.6303571,Ace Mart Restaurant Supply,32.94547506296836,-96.6771511989793,Miscellaneous Shop
1133,Garland,32.9098261,-96.6303571,golden pot,32.90820060686624,-96.56496275656221,Chinese Restaurant
1134,Garland,32.9098261,-96.6303571,The Music Store,32.859746262660146,-96.64664711147192,Music Store
1135,Garland,32.9098261,-96.6303571,SportClips,32.96397607965827,-96.64128631353378,Salon / Barbershop
1136,Garland,32.9098261,-96.6303571,Life Time Fitness,32.963479,-96.64885,Gym
1137,Garland,32.9098261,-96.6303571,Napoli's Italian Bistro,32.95654019629991,-96.61602406787841,Italian Restaurant
1138,Garland,32.9098261,-96.6303571,Smoothie King,32.963049,-96.646318,Smoothie Shop
1139,Garland,32.9098261,-96.6303571,Parks Place,32.865364208935,-96.65911589706833,Bar
1140,Garland,32.9098261,-96.6303571,Fish City Grill,32.952734029010244,-96.61245703113892,Seafood Restaurant
1141,Garland,32.9098261,-96.6303571,Charming Charlie,32.95315958724363,-96.61302858885158,Accessories Store
1142,Garland,32.9098261,-96.6303571,Panera Bread,32.9538216,-96.6168733,Bakery
1143,Garland,32.9098261,-96.6303571,Pei Wei,32.954993487982584,-96.61686763202712,Asian Restaurant
1144,Garland,32.9098261,-96.6303571,Frankie's Place,32.93044908057776,-96.69972393720671,Mexican Restaurant
1145,Garland,32.9098261,-96.6303571,Whataburger,32.93861146953668,-96.60507649183273,Burger Joint
1146,Garland,32.9098261,-96.6303571,LaBella Italian Grill,32.863335816898925,-96.60423522164909,Italian Restaurant
1147,Garland,32.9098261,-96.6303571,Which Wich? Superior Sandwiches,32.962853615112834,-96.64644333444517,Sandwich Place
1148,Garland,32.9098261,-96.6303571,Bar Louie,32.9517654,-96.6127094,Gastropub
1149,Garland,32.9098261,-96.6303571,RaceTrac,32.930023,-96.663991,Gas Station
1150,Garland,32.9098261,-96.6303571,Freedom Powersports Dallas,32.8841,-96.69976,Motorcycle Shop
1151,Garland,32.9098261,-96.6303571,Chick-fil-A,32.9402583,-96.6993496,Fast Food Restaurant
1152,Garland,32.9098261,-96.6303571,Massage Envy - Firewheel Market,32.9571854,-96.6157331,Spa
1153,Garland,32.9098261,-96.6303571,Oscar Nails And Spa,32.90820110841588,-96.56088930462592,Nail Salon
1154,Garland,32.9098261,-96.6303571,Dallas Athletic Club,32.841234935963925,-96.64520672748357,Golf Course
1155,Garland,32.9098261,-96.6303571,New Fine Arts,32.8615306087776,-96.66628306383032,Video Store
1156,Garland,32.9098261,-96.6303571,Red Robin Gourmet Burgers and Brews,32.962479668883354,-96.64681913502557,Burger Joint
1157,Garland,32.9098261,-96.6303571,Mexicali,32.86529316349036,-96.68601418429466,Mexican Restaurant
1158,Garland,32.9098261,-96.6303571,Pho Bang Restaurant,32.91820670039513,-96.68485566211292,Vietnamese Restaurant
1159,Garland,32.9098261,-96.6303571,QuikTrip,32.863653605726995,-96.67184549677181,Convenience Store
1160,Garland,32.9098261,-96.6303571,QuikTrip,32.90806983180761,-96.58415011217677,Convenience Store
1161,Glenn Heights,32.5512998,-96.8543876,Hampton Beverage,32.56585628993802,-96.85718975516681,Liquor Store
1162,Glenn Heights,32.5512998,-96.8543876,Walmart Neighborhood Market,32.57367231095994,-96.85774708261317,Market
1163,Glenn Heights,32.5512998,-96.8543876,Cycle Town South,32.5698276,-96.82050919999999,Motorsports Shop
1164,Glenn Heights,32.5512998,-96.8543876,Zeiger Park,32.582919638404974,-96.86366660489354,Baseball Field
1165,Glenn Heights,32.5512998,-96.8543876,Family Dollar,32.54801200373927,-96.85110333593192,Discount Store
1166,Glenn Heights,32.5512998,-96.8543876,Chick-fil-A,32.532328,-96.8202386,Fast Food Restaurant
1167,Glenn Heights,32.5512998,-96.8543876,Chicken Express,32.59709655600327,-96.82170015776632,Fried Chicken Joint
1168,Glenn Heights,32.5512998,-96.8543876,"Ovilla, TX",32.539712633110376,-96.8923404449831,Outdoors & Recreation
1169,Glenn Heights,32.5512998,-96.8543876,Acapulco's,32.58990645035958,-96.85398538022704,Mexican Restaurant
1170,Glenn Heights,32.5512998,-96.8543876,Zavala Taqueria,32.531703,-96.80954,Mexican Restaurant
1171,Glenn Heights,32.5512998,-96.8543876,Spirits Depot,32.5631830165137,-96.82315268155628,Liquor Store
1172,Glenn Heights,32.5512998,-96.8543876,QuikTrip,32.59012929272872,-96.82430313196355,Convenience Store
1173,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.5316437291071,-96.85970033484828,Discount Store
1174,Glenn Heights,32.5512998,-96.8543876,El Pollo Regio,32.53122228467775,-96.82060089631779,Mexican Restaurant
1175,Glenn Heights,32.5512998,-96.8543876,Wingstop,32.604543649859586,-96.85574256888941,Wings Joint
1176,Glenn Heights,32.5512998,-96.8543876,Popeyes Louisiana Kitchen,32.604619228665165,-96.83296570894731,Fried Chicken Joint
1177,Glenn Heights,32.5512998,-96.8543876,In-N-Out Burger,32.59682037077045,-96.8217577737153,Burger Joint
1178,Glenn Heights,32.5512998,-96.8543876,Panda Express,32.53219738040979,-96.81878178397541,Chinese Restaurant
1179,Glenn Heights,32.5512998,-96.8543876,Country Kitchen,32.53140705025818,-96.8062174613966,Café
1180,Glenn Heights,32.5512998,-96.8543876,Junior's BBQ,32.53144309990247,-96.80809496289902,American Restaurant
1181,Glenn Heights,32.5512998,-96.8543876,The Boxcar Club,32.56051540018637,-96.89178518359446,Bar
1182,Glenn Heights,32.5512998,-96.8543876,el fenix,32.572344112241275,-96.82818328823147,Mexican Restaurant
1183,Glenn Heights,32.5512998,-96.8543876,Chicken Express,32.5321576054594,-96.81446226576837,Fast Food Restaurant
1184,Glenn Heights,32.5512998,-96.8543876,QuikTrip,32.604589460441474,-96.82204565399056,Convenience Store
1185,Glenn Heights,32.5512998,-96.8543876,Sonic,32.5323351,-96.8537722,Fast Food Restaurant
1186,Glenn Heights,32.5512998,-96.8543876,Tom Thumb,32.6028936,-96.8556441,Grocery Store
1187,Glenn Heights,32.5512998,-96.8543876,Walgreens,32.59034663381716,-96.873536263517,Pharmacy
1188,Glenn Heights,32.5512998,-96.8543876,RaceTrac,32.532413,-96.81934,Gas Station
1189,Glenn Heights,32.5512998,-96.8543876,Whataburger,32.591137660512075,-96.8214476108551,Burger Joint
1190,Glenn Heights,32.5512998,-96.8543876,Dollar Tree,32.58948791653084,-96.82324271137632,Discount Store
1191,Glenn Heights,32.5512998,-96.8543876,Braum's,32.60372685713252,-96.84196802161956,Ice Cream Shop
1192,Glenn Heights,32.5512998,-96.8543876,Williams Chicken,32.603785460268625,-96.83230229877158,Fried Chicken Joint
1193,Glenn Heights,32.5512998,-96.8543876,CVS pharmacy,32.5901550732251,-96.89202215975354,Pharmacy
1194,Glenn Heights,32.5512998,-96.8543876,Mason's Chicken & Seafood,32.60079574169411,-96.8568016646837,Seafood Restaurant
1195,Glenn Heights,32.5512998,-96.8543876,Chipotle Mexican Grill,32.532614,-96.820676,Mexican Restaurant
1196,Glenn Heights,32.5512998,-96.8543876,CVS pharmacy,32.531242203738785,-96.82046751790169,Pharmacy
1197,Glenn Heights,32.5512998,-96.8543876,ALDI,32.590496025755456,-96.9248815227865,Grocery Store
1198,Glenn Heights,32.5512998,-96.8543876,Walmart Neighborhood Market,32.58861780079795,-96.92448010080756,Grocery Store
1199,Glenn Heights,32.5512998,-96.8543876,Wingstop,32.532715159668406,-96.8186482815246,Wings Joint
1200,Glenn Heights,32.5512998,-96.8543876,Starbucks,32.60335875,-96.82358261,Coffee Shop
1201,Glenn Heights,32.5512998,-96.8543876,Taco Bueno,32.604583425068434,-96.82661032929333,Mexican Restaurant
1202,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.56018850322281,-96.84256920682981,Discount Store
1203,Glenn Heights,32.5512998,-96.8543876,Lonestar Burger Bar,32.5320973982618,-96.81570294070534,Burger Joint
1204,Glenn Heights,32.5512998,-96.8543876,The Home Depot,32.594975949838926,-96.81958274963063,Hardware Store
1205,Glenn Heights,32.5512998,-96.8543876,Evans BBQ and Catfish,32.60393290604413,-96.83061174577361,BBQ Joint
1206,Glenn Heights,32.5512998,-96.8543876,Walgreens,32.60382422891207,-96.8410991506303,Pharmacy
1207,Glenn Heights,32.5512998,-96.8543876,Moni's,32.53211155517563,-96.85831375631248,Italian Restaurant
1208,Glenn Heights,32.5512998,-96.8543876,Tastee Ice,32.604646,-96.824405,Juice Bar
1209,Glenn Heights,32.5512998,-96.8543876,Kroger,32.6070993,-96.8254947,Supermarket
1210,Glenn Heights,32.5512998,-96.8543876,Pizza Hut,32.59288333000782,-96.8575509719085,Pizza Place
1211,Glenn Heights,32.5512998,-96.8543876,Cracker Barrel Old Country Store,32.6178663,-96.824437,American Restaurant
1212,Glenn Heights,32.5512998,-96.8543876,Snuffers,32.53267328956945,-96.81277501458767,Restaurant
1213,Glenn Heights,32.5512998,-96.8543876,ALDI,32.6031712,-96.8580109,Grocery Store
1214,Glenn Heights,32.5512998,-96.8543876,Denny's,32.52940424797838,-96.82121962308884,Diner
1215,Glenn Heights,32.5512998,-96.8543876,Little Caesars Pizza,32.60538250164059,-96.84024092247192,Pizza Place
1216,Glenn Heights,32.5512998,-96.8543876,Walmart Neighborhood Market,32.59105787309555,-96.78657908030372,Grocery Store
1217,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.58514473491178,-96.85741004053465,Discount Store
1218,Glenn Heights,32.5512998,-96.8543876,7-Eleven,32.590007407929875,-96.83919700416212,Convenience Store
1219,Glenn Heights,32.5512998,-96.8543876,Dollar Tree,32.53176,-96.81375,Discount Store
1220,Glenn Heights,32.5512998,-96.8543876,Walmart,32.59261199273748,-96.87954387301255,Big Box Store
1221,Glenn Heights,32.5512998,-96.8543876,T-Mobile,32.60384191,-96.82348742,Mobile Phone Shop
1222,Glenn Heights,32.5512998,-96.8543876,IHOP,32.598098224432185,-96.8216640093028,Breakfast Spot
1223,Glenn Heights,32.5512998,-96.8543876,T-Mobile,32.60455743572251,-96.8567338527899,Mobile Phone Shop
1224,Glenn Heights,32.5512998,-96.8543876,Dairy Queen,32.52903130829481,-96.82122181204936,Fast Food Restaurant
1225,Glenn Heights,32.5512998,-96.8543876,Chase Bank,32.60453386232758,-96.84006399307134,Bank
1226,Glenn Heights,32.5512998,-96.8543876,Whataburger,32.60447266103353,-96.85643449231077,Burger Joint
1227,Glenn Heights,32.5512998,-96.8543876,Murphy USA,32.590224847412195,-96.87958739800132,Gas Station
1228,Glenn Heights,32.5512998,-96.8543876,Enterprise Rent-A-Car,32.60385093955691,-96.82519425453393,Rental Car Location
1229,Glenn Heights,32.5512998,-96.8543876,Whataburger,32.51137177763736,-96.80456671758786,Burger Joint
1230,Glenn Heights,32.5512998,-96.8543876,Sonic,32.61741533279687,-96.85661597357658,Fast Food Restaurant
1231,Glenn Heights,32.5512998,-96.8543876,Little Caesers,32.53131624164635,-96.81635117781289,Pizza Place
1232,Glenn Heights,32.5512998,-96.8543876,Grimes Park,32.61976737629117,-96.84347780039617,Park
1233,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.521769491093096,-96.87286777555641,Discount Store
1234,Glenn Heights,32.5512998,-96.8543876,Boston Market,32.604558536822765,-96.84124001124873,American Restaurant
1235,Glenn Heights,32.5512998,-96.8543876,Chase Bank,32.590407,-96.872999,Bank
1236,Glenn Heights,32.5512998,-96.8543876,7-Eleven,32.6189623278212,-96.8565415611647,Convenience Store
1237,Glenn Heights,32.5512998,-96.8543876,SUBWAY,32.5325114353816,-96.82271435670025,Sandwich Place
1238,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.531488855151615,-96.8089294928125,Discount Store
1239,Glenn Heights,32.5512998,-96.8543876,Great Clips,32.532248,-96.815819,Salon / Barbershop
1240,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.59292547024987,-96.80418620793009,Discount Store
1241,Glenn Heights,32.5512998,-96.8543876,Dollar General,32.6059506603333,-96.84200158214517,Discount Store
1242,Glenn Heights,32.5512998,-96.8543876,Bealls,32.606645,-96.841557,Department Store
1243,Glenn Heights,32.5512998,-96.8543876,Albertsons,32.58839279626348,-96.89209538704745,Grocery Store
1244,Glenn Heights,32.5512998,-96.8543876,On The Border Mexican Grill & Cantina,32.606207,-96.823984,Mexican Restaurant
1245,Glenn Heights,32.5512998,-96.8543876,Subway,32.60552642012341,-96.85746601586321,Sandwich Place
1246,Glenn Heights,32.5512998,-96.8543876,Whataburger,32.53133102938346,-96.82133040081945,Burger Joint
1247,Glenn Heights,32.5512998,-96.8543876,Papa John's Pizza,32.589282,-96.8907324,Pizza Place
1248,Glenn Heights,32.5512998,-96.8543876,Big Lots,32.60217397858706,-96.85840442330732,Big Box Store
1249,Glenn Heights,32.5512998,-96.8543876,Starbucks,32.602854,-96.855617,Coffee Shop
1250,Glenn Heights,32.5512998,-96.8543876,7-Eleven,32.58925517993615,-96.87364473938936,Convenience Store
1251,Glenn Heights,32.5512998,-96.8543876,Outback Steakhouse,32.60875143244285,-96.82363192960209,Steakhouse
1252,Glenn Heights,32.5512998,-96.8543876,Anytime Fitness,32.53225460051469,-96.81329857542421,Gym / Fitness Center
1253,Glenn Heights,32.5512998,-96.8543876,Ross Dress for Less,32.60782729886854,-96.82387933733531,Clothing Store
1254,Glenn Heights,32.5512998,-96.8543876,Pizza Hut,32.53220656952499,-96.81630358405636,Pizza Place
1255,Glenn Heights,32.5512998,-96.8543876,Pizza Inn,32.516728,-96.820962,Pizza Place
1256,Glenn Heights,32.5512998,-96.8543876,SUBWAY,32.60416950973199,-96.82177665325322,Sandwich Place
1257,Glenn Heights,32.5512998,-96.8543876,Cancuns,32.53145659362471,-96.80649750526035,Mexican Restaurant
1258,Glenn Heights,32.5512998,-96.8543876,GNC,32.60605505154609,-96.84179219219239,Supplement Shop
1259,Glenn Heights,32.5512998,-96.8543876,The Wall Chinese Cafe,32.53139297499561,-96.81553406543225,Chinese Restaurant
1260,Glenn Heights,32.5512998,-96.8543876,KFC,32.60556098455124,-96.82431361635315,Fried Chicken Joint
1261,Grand Prairie,32.6841931,-97.0209951,IKEA,32.69003559980955,-97.02220838401873,Furniture / Home Store
1262,Grand Prairie,32.6841931,-97.0209951,QuikTrip,32.680911962360234,-97.00750259996668,Convenience Store
1263,Grand Prairie,32.6841931,-97.0209951,Good Day Cafe,32.681465485351794,-97.0080392414287,Café
1264,Grand Prairie,32.6841931,-97.0209951,QuikTrip,32.674635310567794,-97.02306129151091,Convenience Store
1265,Grand Prairie,32.6841931,-97.0209951,Chick-fil-A,32.6774992,-97.0074308,Fast Food Restaurant
1266,Grand Prairie,32.6841931,-97.0209951,Wingstop,32.67365982985887,-97.00804890671962,Wings Joint
1267,Grand Prairie,32.6841931,-97.0209951,Texas Roadhouse,32.677572,-97.04208,Steakhouse
1268,Grand Prairie,32.6841931,-97.0209951,Tom Thumb,32.6712253,-97.0034707,Supermarket
1269,Grand Prairie,32.6841931,-97.0209951,IKEA Restaurant,32.690528,-97.021724,Scandinavian Restaurant
1270,Grand Prairie,32.6841931,-97.0209951,Schlotzsky's,32.674897021400405,-97.04199347283158,Bakery
1271,Grand Prairie,32.6841931,-97.0209951,Starbucks,32.670973,-97.003531,Coffee Shop
1272,Grand Prairie,32.6841931,-97.0209951,PetSmart,32.673488,-97.038845,Pet Store
1273,Grand Prairie,32.6841931,-97.0209951,The Daiquiri Shoppe,32.71009868728666,-97.01305046268342,Cocktail Bar
1274,Grand Prairie,32.6841931,-97.0209951,RaceTrac,32.672982,-97.043479,Gas Station
1275,Grand Prairie,32.6841931,-97.0209951,QuikTrip,32.70906437445637,-97.02031397362852,Convenience Store
1276,Grand Prairie,32.6841931,-97.0209951,Whataburger,32.679028787988386,-97.00621539317679,Fast Food Restaurant
1277,Grand Prairie,32.6841931,-97.0209951,Kohl's,32.67803474389998,-97.00548706142209,Department Store
1278,Grand Prairie,32.6841931,-97.0209951,Longhorn Harley-Davidson,32.6781614855701,-97.05335725663008,Motorcycle Shop
1279,Grand Prairie,32.6841931,-97.0209951,Banana Republic,32.679120898878686,-97.05432993912684,Clothing Store
1280,Grand Prairie,32.6841931,-97.0209951,Walmart,32.707051645239986,-97.02103000760299,Big Box Store
1281,Grand Prairie,32.6841931,-97.0209951,ALDI,32.67200779604811,-97.04499219991497,Grocery Store
1282,Grand Prairie,32.6841931,-97.0209951,Jason's Deli,32.67346792805782,-97.03214455999087,Deli / Bodega
1283,Grand Prairie,32.6841931,-97.0209951,Central Bark Dog Park,32.69966607822822,-97.03545979531673,Dog Run
1284,Grand Prairie,32.6841931,-97.0209951,Braum's,32.71001117609578,-96.99847014328182,Ice Cream Shop
1285,Grand Prairie,32.6841931,-97.0209951,Central Park Grand Prairie,32.70086128662413,-97.02774312559463,Park
1286,Grand Prairie,32.6841931,-97.0209951,IHOP,32.67404717736044,-97.00948342554962,Breakfast Spot
1287,Grand Prairie,32.6841931,-97.0209951,Guanataco Tacos Y Mas,32.70847410312014,-96.9947457932149,Mexican Restaurant
1288,Grand Prairie,32.6841931,-97.0209951,Planet Fitness,32.70876915728187,-97.01044789635355,Gym / Fitness Center
1289,Grand Prairie,32.6841931,-97.0209951,Coach Factory Outlet,32.679979245000744,-97.0536231257045,Accessories Store
1290,Grand Prairie,32.6841931,-97.0209951,Panera Bread,32.672810042308626,-97.006034553051,Bakery
1291,Grand Prairie,32.6841931,-97.0209951,Cinemark Movies 16,32.673248059328635,-97.00894640730374,Movie Theater
1292,Grand Prairie,32.6841931,-97.0209951,Pho 95 Restaurant,32.707897234223,-97.06541916197125,Vietnamese Restaurant
1293,Grand Prairie,32.6841931,-97.0209951,Simply Asia,32.67786536452838,-97.00889995975322,Asian Restaurant
1294,Grand Prairie,32.6841931,-97.0209951,Grand Prairie Family YMCA,32.66145073404964,-97.0032872344456,Gym
1295,Grand Prairie,32.6841931,-97.0209951,Popeyes Louisiana Kitchen,32.681484896816166,-97.007431325385,Fried Chicken Joint
1296,Grand Prairie,32.6841931,-97.0209951,Wienerschnitzel,32.67778230349723,-97.04594861573099,Hot Dog Joint
1297,Grand Prairie,32.6841931,-97.0209951,Chapps,32.67179841540247,-97.00703629398538,Burger Joint
1298,Grand Prairie,32.6841931,-97.0209951,Starbucks,32.693692145458776,-97.0614718170403,Coffee Shop
1299,Grand Prairie,32.6841931,-97.0209951,Wendy's,32.6779870166915,-97.04299673438072,Fast Food Restaurant
1300,Grand Prairie,32.6841931,-97.0209951,Olive Garden,32.694792,-97.025561,Italian Restaurant
1301,Grand Prairie,32.6841931,-97.0209951,The Pearl Restaurant and Lounge,32.71010398332192,-97.04570405859725,Dim Sum Restaurant
1302,Grand Prairie,32.6841931,-97.0209951,Boston Market,32.673554091419874,-97.00512537086327,American Restaurant
1303,Grand Prairie,32.6841931,-97.0209951,Baskin-Robbins,32.67206166923824,-97.00736980972498,Ice Cream Shop
1304,Grand Prairie,32.6841931,-97.0209951,Hong Kong Market,32.7101599493229,-97.04500659064978,Supermarket
1305,Grand Prairie,32.6841931,-97.0209951,Grand Prairie Premium Outlets,32.67937457284947,-97.05363999999997,Outlet Mall
1306,Grand Prairie,32.6841931,-97.0209951,Starbucks,32.64884727,-97.05967018,Coffee Shop
1307,Grand Prairie,32.6841931,-97.0209951,Jimmy's Big Burgers,32.70986486335138,-97.01785300716392,Burger Joint
1308,Grand Prairie,32.6841931,-97.0209951,Outlaw's Barbeque,32.710961,-96.994619,BBQ Joint
1309,Grand Prairie,32.6841931,-97.0209951,At Home,32.6786716,-97.0482675,Furniture / Home Store
1310,Grand Prairie,32.6841931,-97.0209951,Grand Prairie Premiere Lux Cinema,32.67276002010001,-97.00391404732031,Movie Theater
1311,Grand Prairie,32.6841931,-97.0209951,Chick-fil-A,32.6477729,-97.0587274,Fast Food Restaurant
1312,Grand Prairie,32.6841931,-97.0209951,Petco,32.645785275242126,-97.06003284007764,Pet Store
1313,Grand Prairie,32.6841931,-97.0209951,Boston Market,32.71298983904308,-97.06536434967347,American Restaurant
1314,Grand Prairie,32.6841931,-97.0209951,Spring Creek Barbeque,32.6742921769917,-97.00881845869712,BBQ Joint
1315,Grand Prairie,32.6841931,-97.0209951,CVS pharmacy,32.648444589335625,-97.04422328156403,Pharmacy
1316,Grand Prairie,32.6841931,-97.0209951,Cicis,32.710126700833044,-97.01432661731106,Pizza Place
1317,Grand Prairie,32.6841931,-97.0209951,Raising Canes,32.64816077350246,-97.0568519127271,American Restaurant
1318,Grand Prairie,32.6841931,-97.0209951,Walgreens,32.70994297618609,-96.99364321978528,Pharmacy
1319,Grand Prairie,32.6841931,-97.0209951,Chipotle Mexican Grill,32.673794386655544,-97.0061871619539,Mexican Restaurant
1320,Grand Prairie,32.6841931,-97.0209951,Lake Side Salon Nail Spa And Hair,32.64929484963934,-97.05804156774576,Nail Salon
1321,Grand Prairie,32.6841931,-97.0209951,Starbucks,32.67315875991653,-97.0055245638643,Coffee Shop
1322,Grand Prairie,32.6841931,-97.0209951,Chase Bank,32.647747,-97.060134,Bank
1323,Grand Prairie,32.6841931,-97.0209951,The Home Depot,32.64155217585629,-97.0603358745575,Hardware Store
1324,Grand Prairie,32.6841931,-97.0209951,Thanh Thanh,32.70750546197998,-97.06600064981131,Asian Restaurant
1325,Grand Prairie,32.6841931,-97.0209951,Lynn Creek Park,32.63197968026201,-97.03037255906827,Park
1326,Grand Prairie,32.6841931,-97.0209951,Prairie Lakes Golf Course,32.697804,-96.984018,Golf Course
1327,Grand Prairie,32.6841931,-97.0209951,Little Sheep Mongolian Hotpot,32.710468508559686,-97.04598607367741,Asian Restaurant
1328,Grand Prairie,32.6841931,-97.0209951,Jamba Juice,32.648808,-97.059057,Juice Bar
1329,Grand Prairie,32.6841931,-97.0209951,Orchid City Fusion Cafe,32.64168859205038,-97.0726609639998,Restaurant
1330,Grand Prairie,32.6841931,-97.0209951,Cedar Hill State Park,32.648932389309266,-96.97487347086276,State / Provincial Park
1331,Grand Prairie,32.6841931,-97.0209951,Joe Pool Lake,32.628388175159984,-97.00118243694305,Lake
1332,Grand Prairie,32.6841931,-97.0209951,Kirby Creek Natatorium,32.69447987137629,-97.00393138773154,Pool
1333,Grand Prairie,32.6841931,-97.0209951,Marble Slab Creamery,32.64506,-97.06118,Ice Cream Shop
1334,Grand Prairie,32.6841931,-97.0209951,Traders Village,32.6940446,-97.05587299999999,Flea Market
1335,Grand Prairie,32.6841931,-97.0209951,CVS pharmacy,32.7099007995196,-97.01664919236377,Pharmacy
1336,Grand Prairie,32.6841931,-97.0209951,ALDI,32.70999842800291,-96.99958841611988,Grocery Store
1337,Grand Prairie,32.6841931,-97.0209951,Hiep Thai,32.711022239634964,-97.06708396081906,Grocery Store
1338,Grand Prairie,32.6841931,-97.0209951,Family Dollar,32.6918450611033,-97.05948907686246,Discount Store
1339,Grand Prairie,32.6841931,-97.0209951,DQ Restaurant (Dairy Queen),32.67760924847038,-97.04823148519415,Fast Food Restaurant
1340,Grand Prairie,32.6841931,-97.0209951,Savor Coffee Bar and Eatery,32.67305262006167,-97.09070335464291,Coffee Shop
1341,Grand Prairie,32.6841931,-97.0209951,Michael Kors Outlet,32.6786512,-97.0545496,Boutique
1342,Grand Prairie,32.6841931,-97.0209951,Glazed Doughnuts & Cafe,32.6491384505068,-97.05938087594687,Donut Shop
1343,Grand Prairie,32.6841931,-97.0209951,Pollo Salsa,32.709243799566714,-97.01403833685667,Mexican Restaurant
1344,Grand Prairie,32.6841931,-97.0209951,Rio Bravo Authentic Mexican Restaurant,32.70918807937357,-97.00168395311343,Mexican Restaurant
1345,Grand Prairie,32.6841931,-97.0209951,R Taco,32.67272905724434,-97.0059735798396,Taco Place
1346,Grand Prairie,32.6841931,-97.0209951,Dino's Subs II,32.70698617645594,-97.09720596938821,Sandwich Place
1347,Grand Prairie,32.6841931,-97.0209951,Cedar Ridge Preserve,32.63868680936748,-96.95913987808507,Nature Preserve
1348,Grand Prairie,32.6841931,-97.0209951,SONIC Drive In,32.6590794,-97.0684224,Fast Food Restaurant
1349,Grand Prairie,32.6841931,-97.0209951,Ba Le,32.70716684048866,-97.08595035517402,Vietnamese Restaurant
1350,Grand Prairie,32.6841931,-97.0209951,Wingstop,32.7090617857682,-97.00042827621239,Wings Joint
1351,Grand Prairie,32.6841931,-97.0209951,Target,32.64300245208594,-97.06055522642671,Big Box Store
1352,Grand Prairie,32.6841931,-97.0209951,Los Lupes Restaurant,32.70923414229999,-97.00932851304783,Mexican Restaurant
